original_label,filepath,label
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_21/03-01-01-01-02-02-21.wav,2
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_13/03-01-03-01-01-02-13.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_23/03-01-03-02-01-02-23.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_09/03-01-05-01-02-01-09.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_02/03-01-04-02-01-01-02.wav,3
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_13/03-01-01-01-02-02-13.wav,2
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_9517.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_23/03-01-03-01-01-01-23.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_10/03-01-04-02-02-02-10.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_20/03-01-03-02-01-01-20.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/iniesta_triste_7_0.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-03-01-02-01-04.wav,0
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_14/03-01-01-01-02-02-14.wav,2
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_15/03-01-05-01-01-01-15.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_19/03-01-05-01-02-01-19.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_23/03-01-03-01-01-02-23.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-04-02-02-01-04.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_13/03-01-04-02-01-01-13.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_7270.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_02/03-01-03-01-01-02-02.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_02/03-01-05-01-02-01-02.wav,1
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_21/03-01-01-01-01-02-21.wav,2
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_male_user_708.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-04-01-02-02-01.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_23/03-01-04-01-02-02-23.wav,3
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-01-01-01-02-01.wav,2
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_06/03-01-03-01-01-01-06.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/valeron_triste_56_0.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_17/03-01-04-01-02-02-17.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_20/03-01-04-02-01-01-20.wav,3
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_03/03-01-01-01-02-02-03.wav,2
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jota_enfadado_82_0.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pichu_cuellar_0_0.wav,1
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_08/03-01-01-01-01-02-08.wav,2
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_07/03-01-03-02-02-02-07.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_09/03-01-03-02-01-02-09.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_male_agente_4703.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-05-02-02-01-04.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pichu_cuellar_13_0.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_20/03-01-04-02-02-02-20.wav,3
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_13/03-01-01-01-01-01-13.wav,2
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/vicky_triste_56_0.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_23/03-01-05-02-02-02-23.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_06/03-01-04-01-02-01-06.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_20/03-01-05-02-01-01-20.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_05/03-01-03-01-01-01-05.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_18/03-01-05-02-02-02-18.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_10/03-01-04-02-01-02-10.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_22/03-01-03-02-02-01-22.wav,0
other,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/futbol_enfados_4_0.wav,2
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_17/03-01-01-01-02-01-17.wav,2
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_09/03-01-04-01-02-02-09.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pichu_cuellar_triste_18_0.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_16/03-01-04-02-01-02-16.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jota_enfadado_111_0.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/vicky_triste_7_0.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/iniesta_triste_134_0.wav,3
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_09/03-01-01-01-02-02-09.wav,2
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_24/03-01-05-01-02-01-24.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_17/03-01-05-02-02-01-17.wav,1
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_10/03-01-01-01-01-02-10.wav,2
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pichu_cuellar_11_3.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_22/03-01-05-01-02-01-22.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pichu_cuellar_8_0.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pichu_cuellar_triste_4_0.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_17/03-01-05-01-01-01-17.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/valeron_triste_97_0.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_09/03-01-05-01-02-02-09.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/valeron_triste_85_0.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_19/03-01-03-02-02-02-19.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pichu_cuellar_46_0.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jose_gomez_good_enfadado_32_0.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/iturralde_enfadado_12_0.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_09/03-01-05-02-01-01-09.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_09/03-01-03-02-01-01-09.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_19/03-01-03-01-01-02-19.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pichu_cuellar_14_0.wav,1
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_05/03-01-01-01-01-01-05.wav,2
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_05/03-01-01-01-02-01-05.wav,2
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_15/03-01-01-01-01-02-15.wav,2
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_20/03-01-04-01-01-02-20.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_08/03-01-04-01-01-01-08.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_05/03-01-03-02-01-02-05.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_4723.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_agente_5197.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-03-02-02-02-04.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_14/03-01-03-01-02-02-14.wav,0
other,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jose_gomez_good_enfadado_20_0.wav,2
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pique_enfadado_28_0.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_03/03-01-04-02-01-01-03.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_16/03-01-05-02-02-02-16.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_male_agente_2826.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pique_enfadado_45_0.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_05/03-01-03-01-02-01-05.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-04-02-02-02-04.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jota_enfadado_118_0.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_15/03-01-03-02-02-02-15.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jota_enfadado_158_0.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_3451.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/valeron_triste_58_0.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/vicky_triste_12_0.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_18/03-01-05-01-02-02-18.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_06/03-01-05-01-02-02-06.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_16/03-01-05-02-02-01-16.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-05-02-01-01-04.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_12/03-01-05-01-01-01-12.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_14/03-01-03-01-01-02-14.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_09/03-01-03-02-02-01-09.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_16/03-01-05-01-02-02-16.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_03/03-01-05-01-01-01-03.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_07/03-01-05-02-02-02-07.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_male_agente_4703.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/iniesta_triste_80_1.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_agente_102.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_09/03-01-04-02-01-01-09.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_23/03-01-03-02-01-01-23.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_09/03-01-05-02-02-01-09.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_15/03-01-03-01-01-02-15.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_15/03-01-04-01-01-02-15.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-03-02-01-02-01.wav,0
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_20/03-01-01-01-02-01-20.wav,2
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-04-01-02-01-01.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pique_enfadado_38_1.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-04-02-01-01-01.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_20/03-01-03-02-01-02-20.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_7270.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_9517.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_21/03-01-03-01-01-01-21.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_22/03-01-05-02-01-01-22.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_10/03-01-04-01-02-01-10.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jose_gomez_good_enfadado_28_0.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jota_enfadado_123_0.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-04-01-02-01-04.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_21/03-01-04-02-01-01-21.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_19/03-01-05-01-01-02-19.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/futbol_enfados_22_1.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_20/03-01-05-01-01-02-20.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/vicky_triste_85_0.wav,3
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_20/03-01-01-01-01-01-20.wav,2
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jota_enfadado_192_0.wav,1
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_19/03-01-01-01-01-02-19.wav,2
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_11/03-01-03-02-02-02-11.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_7262.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-03-01-01-01-01.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jota_enfadado_201_0.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_12/03-01-03-02-01-02-12.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_7270.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_agente_6767.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_11/03-01-04-02-02-01-11.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pique_enfadado_41_0.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_14/03-01-05-01-02-01-14.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_05/03-01-04-01-01-02-05.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pichu_cuellar_triste_0_0.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_24/03-01-03-02-01-01-24.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_14/03-01-05-01-01-01-14.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pique_enfadado_29_2.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_08/03-01-03-02-02-01-08.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_08/03-01-05-01-01-01-08.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pique_enfadado_29_1.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_03/03-01-05-02-01-02-03.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pique_enfadado_68_0.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_21/03-01-04-01-01-01-21.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jose_gomez_good_enfadado_5_0.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_06/03-01-03-02-02-01-06.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_12/03-01-04-02-01-02-12.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_02/03-01-05-02-02-01-02.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_23/03-01-04-02-01-02-23.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_17/03-01-03-02-01-02-17.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_07/03-01-03-02-01-02-07.wav,0
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_21/03-01-01-01-02-01-21.wav,2
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_11/03-01-05-01-01-01-11.wav,1
