original_label,filepath,label
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_18/03-01-03-01-01-02-18.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_02/03-01-04-01-02-01-02.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/vicky_triste_46_0.wav,3
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_23/03-01-01-01-01-01-23.wav,2
other,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pique_enfadado_6_1.wav,2
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_13/03-01-04-02-02-01-13.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-04-01-01-01-04.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/futbol_enfados_3_1.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/vicky_triste_15_0.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_20/03-01-03-01-02-02-20.wav,0
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_18/03-01-01-01-02-01-18.wav,2
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_02/03-01-04-01-01-02-02.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-04-02-02-01-01.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_06/03-01-03-02-02-02-06.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-03-01-02-01-01.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_23/03-01-04-01-01-01-23.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/futbol_enfados_1_1.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_19/03-01-05-01-01-01-19.wav,1
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_10/03-01-01-01-02-02-10.wav,2
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_male_agente_2826.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_07/03-01-03-01-01-01-07.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_23/03-01-04-02-02-01-23.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_22/03-01-05-01-02-02-22.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jose_gomez_good_enfadado_31_0.wav,1
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_10/03-01-01-01-02-01-10.wav,2
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_03/03-01-01-01-02-01-03.wav,2
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_21/03-01-04-01-01-02-21.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_07/03-01-04-02-01-02-07.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_22/03-01-03-01-01-02-22.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-05-01-02-02-01.wav,1
other,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jose_gomez_good_enfadado_24_0.wav,2
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_10/03-01-03-02-01-02-10.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/iturralde_enfadado_16_0.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_06/03-01-03-01-01-02-06.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_8149.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_4723.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-05-02-02-02-04.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_09/03-01-04-02-02-01-09.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_03/03-01-03-01-02-01-03.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-03-01-02-02-04.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_22/03-01-05-02-01-02-22.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jose_gomez_good_enfadado_4_0.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_agente_12508.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_11/03-01-04-01-02-02-11.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_14/03-01-04-01-01-01-14.wav,3
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_17/03-01-01-01-01-01-17.wav,2
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_18/03-01-03-02-02-01-18.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_19/03-01-04-02-02-01-19.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_11/03-01-04-02-01-01-11.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pichu_cuellar_triste_6_0.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_07/03-01-04-01-01-01-07.wav,3
other,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pique_enfadado_0_0.wav,2
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/vicky_triste_87_1.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-04-02-01-02-04.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_02/03-01-05-02-02-02-02.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_24/03-01-05-01-01-02-24.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_11/03-01-03-02-01-01-11.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_13/03-01-03-02-02-01-13.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_20/03-01-04-02-01-02-20.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_13/03-01-05-01-02-02-13.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_14/03-01-04-01-02-01-14.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pichu_cuellar_36_0.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_14/03-01-05-02-01-02-14.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_13/03-01-05-02-01-02-13.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jota_enfadado_112_0.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_15/03-01-03-01-02-02-15.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_10/03-01-03-02-02-01-10.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_11/03-01-03-01-02-02-11.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-05-02-02-01-01.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_13/03-01-04-01-01-02-13.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/valeron_triste_77_0.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_05/03-01-03-02-01-01-05.wav,0
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_13/03-01-01-01-02-01-13.wav,2
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pique_enfadado_29_3.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_4723.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_3451.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/futbol_enfados_11_1.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_7262.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_21/03-01-05-02-01-01-21.wav,1
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-01-01-02-01-01.wav,2
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_17/03-01-01-01-02-02-17.wav,2
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/valeron_triste_28_0.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_15/03-01-05-02-01-01-15.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_22/03-01-03-01-02-01-22.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_09/03-01-04-01-01-02-09.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jose_gomez_good_enfadado_28_1.wav,1
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_16/03-01-01-01-01-01-16.wav,2
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_24/03-01-01-01-02-01-24.wav,2
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_16/03-01-04-02-01-01-16.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_18/03-01-03-01-01-01-18.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-03-02-02-02-01.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_23/03-01-04-02-02-02-23.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_male_agente_2826.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_17/03-01-03-02-02-01-17.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_05/03-01-05-02-01-02-05.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pique_enfadado_68_1.wav,1
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_06/03-01-01-01-02-02-06.wav,2
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/valeron_triste_75_0.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_19/03-01-04-02-02-02-19.wav,3
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_06/03-01-01-01-02-01-06.wav,2
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_8153.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_21/03-01-03-02-01-02-21.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_male_agente_15383.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pique_enfadado_71_0.wav,1
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_23/03-01-01-01-02-02-23.wav,2
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_22/03-01-01-01-02-01-22.wav,2
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-03-01-02-02-01.wav,0
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_14/03-01-01-01-02-01-14.wav,2
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/vicky_triste_86_0.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_14/03-01-03-02-01-01-14.wav,0
other,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pique_enfadado_6_0.wav,2
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-04-01-01-02-04.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_06/03-01-03-01-02-01-06.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_3451.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_07/03-01-05-01-02-02-07.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_18/03-01-04-01-02-01-18.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_16/03-01-03-01-01-01-16.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_19/03-01-05-02-01-02-19.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/valeron_triste_31_0.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_8455.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_19/03-01-04-02-01-01-19.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_14/03-01-03-01-01-01-14.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_24/03-01-05-02-02-01-24.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_19/03-01-03-01-01-01-19.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_10/03-01-05-01-02-01-10.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/futbol_enfados_26_0.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/pichu_cuellar_31_0.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_13207.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_17/03-01-04-01-01-01-17.wav,3
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_06/03-01-04-02-02-01-06.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_08/03-01-05-01-01-02-08.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_12/03-01-03-02-02-02-12.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jose_gomez_good_enfadado_14_0.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_08/03-01-05-01-02-01-08.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/vicky_triste_87_0.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_02/03-01-03-02-01-02-02.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_07/03-01-05-02-01-02-07.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-04-02-01-01-04.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/futbol_enfados_1_2.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_male_user_11624.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_22/03-01-03-02-01-02-22.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_22/03-01-05-02-02-02-22.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_15/03-01-05-02-02-02-15.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_11/03-01-03-01-02-01-11.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_02/03-01-05-01-01-01-02.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/valeron_triste_19_0.wav,3
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_03/03-01-03-01-02-02-03.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_13/03-01-05-01-02-01-13.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_05/03-01-05-01-01-01-05.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_18/03-01-04-02-01-01-18.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_20/03-01-05-01-02-01-20.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jose_gomez_good_enfadado_78_0.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_19/03-01-03-02-01-01-19.wav,0
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_24/03-01-03-02-02-01-24.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_04/03-01-05-01-02-02-04.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_10/03-01-04-02-01-01-10.wav,3
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_22/03-01-01-01-01-02-22.wav,2
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jota_enfadado_208_1.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-05-02-01-02-01.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_agente_6767.wav,0
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/jota_enfadado_219_0.wav,1
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/valeron_triste_83_0.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/futbol_enfados_22_0.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-05-02-01-01-01.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_12/03-01-05-02-01-02-12.wav,1
angry,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_01/03-01-05-01-02-01-01.wav,1
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_24/03-01-03-01-02-02-24.wav,0
sadness,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/vicky_triste_49_0.wav,3
angry,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/0722_es_female_user_3451.wav,1
other,/home/xabierdetoro/xabi/tfm/gits/data/my_data/audios/futbol_enfados_0_0.wav,2
happy,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_08/03-01-03-01-02-01-08.wav,0
other,/home/xabierdetoro/xabi/tfm/gits/Speech-Emotion-Classification-with-PyTorch/data/Actor_16/03-01-01-01-01-02-16.wav,2
